k,inertia,silhouette
2,219.70996834980048,0.0005257674250133881
3,218.65790041133357,0.00043573275861393267
4,217.62478654581113,0.00031641030631983467
5,216.59784387662714,0.00023647361766904044
6,215.580345346263,0.00020429879205913006
7,214.55014291981422,0.00025168202231613254
8,213.52017040256595,0.00021733052491161136
9,212.44399592127033,0.00017099772510277127
10,211.48592628766323,0.00018970285739609776
